genome	magscot_domain	magscot_score	cluster_97_final	genome_rep97	GreatApes_95_final	kingdom	phylum	class	order	family	genus	species	in_manara	in_uhgg	novel
H07631-L1_cleanbin_000058	Bacteria	0.684770114942529	Gberingei_cluster97_000064	H07634-L1_cleanbin_000028	GreatApes_cluster95_002781	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__CAG-238	s__CAG-238_spGreatApes002781	FALSE	FALSE	TRUE
MGYG000000291	Bacteria	0.945289855072464	MGYG000000291	MGYG000000291	GreatApes_cluster95_002782	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427_sp900547965	FALSE	TRUE	FALSE
MGYG000004054	Bacteria	0.945289855072464	MGYG000004054	MGYG000004054	GreatApes_cluster95_002783	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella_spGreatApes002783	FALSE	TRUE	FALSE
MGYG000004724	Bacteria	0.945289855072464	MGYG000004724	MGYG000004724	GreatApes_cluster95_002784	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__CAG-1427_sp905215035	FALSE	TRUE	FALSE
MGYG000001166	Bacteria	0.945289855072464	MGYG000001166	MGYG000001166	GreatApes_cluster95_002785	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02_sp004557075	FALSE	TRUE	FALSE
MGYG000003747	Bacteria	0.945289855072464	MGYG000003747	MGYG000003747	GreatApes_cluster95_002786	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera_spGreatApes002786	FALSE	TRUE	FALSE
MGYG000004552	Bacteria	0.945289855072464	MGYG000004552	MGYG000004552	GreatApes_cluster95_002787	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus_sp900757195	FALSE	TRUE	FALSE
MGYG000002234	Bacteria	0.945289855072464	MGYG000002234	MGYG000002234	GreatApes_cluster95_002788	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Bariatricus	s__Bariatricus_sp900554415	FALSE	TRUE	FALSE
MGYG000000991	Bacteria	0.945289855072464	MGYG000000991	MGYG000000991	GreatApes_cluster95_002789	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Scybalomonas	s__Scybalomonas_sp900544525	FALSE	TRUE	FALSE
MGYG000001864	Bacteria	0.945289855072464	MGYG000001864	MGYG000001864	GreatApes_cluster95_002790	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__Borkfalkiaceae	g__UBA4675	s__UBA4675_sp905212395	FALSE	TRUE	FALSE
H07602-L1_cleanbin_000014	Bacteria	0.945289855072464	Gberingei_cluster97_000065	H07602-L1_cleanbin_000014	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07617-L1_cleanbin_000022	Bacteria	0.945289855072464	Gberingei_cluster97_000065	H07602-L1_cleanbin_000014	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07627-L1_cleanbin_000016	Bacteria	0.945289855072464	Gberingei_cluster97_000065	H07602-L1_cleanbin_000014	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07634-L1_cleanbin_000027	Bacteria	0.945289855072464	Gberingei_cluster97_000065	H07602-L1_cleanbin_000014	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07646-L1_cleanbin_000038	Bacteria	0.818333333333333	Gberingei_cluster97_000065	H07602-L1_cleanbin_000014	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07626-L1_cleanbin_000052	Bacteria	0.609429824561403	Gberingei_cluster97_000193	H07626-L1_cleanbin_000052	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07616-L1_cleanbin_000074	Bacteria	0.55	Gberingei_cluster97_000193	H07626-L1_cleanbin_000052	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07633-L1_cleanbin_000049	Bacteria	0.534848484848485	Gberingei_cluster97_000193	H07626-L1_cleanbin_000052	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
H07631-L1_cleanbin_000078	Bacteria	0.5	Gberingei_cluster97_000193	H07626-L1_cleanbin_000052	GreatApes_cluster95_002791	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA1783	s__UBA1783_spGreatApes002791	FALSE	FALSE	TRUE
MGYG000001711	Bacteria	0.945289855072464	MGYG000001711	MGYG000001711	GreatApes_cluster95_002792	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella_biformis	FALSE	TRUE	FALSE
E07147-L1_cleanbin_000045	Bacteria	0.69656862745098	HsG_cluster97_000358	E07147-L1_cleanbin_000045	GreatApes_cluster95_002792	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella_biformis	FALSE	TRUE	FALSE
E07193-L1_cleanbin_000049	Bacteria	0.594634703196347	HsG_cluster97_000406	E07193-L1_cleanbin_000049	GreatApes_cluster95_002792	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemanella	s__Holdemanella_biformis	FALSE	TRUE	FALSE
H07624-L1_cleanbin_000016	Bacteria	0.945289855072464	HsA1_cluster97_000112	H07624-L1_cleanbin_000016	GreatApes_cluster95_002793	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-138	g__Phil1	s__Phil1_spGreatApes002793	FALSE	FALSE	TRUE
MGYG000004230	Bacteria	0.945289855072464	MGYG000004230	MGYG000004230	GreatApes_cluster95_002794	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp900759995	FALSE	TRUE	FALSE
MGYG000003769	Bacteria	0.945268361581921	MGYG000003769	MGYG000003769	GreatApes_cluster95_002795	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium_sp905192625	FALSE	TRUE	FALSE
MGYG000000213	Bacteria	0.945268361581921	MGYG000000213	MGYG000000213	GreatApes_cluster95_002796	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A_sp003477525	FALSE	TRUE	FALSE
MGYG000004224	Bacteria	0.945258620689655	MGYG000004224	MGYG000004224	GreatApes_cluster95_002797	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA1390	g__Faecimorpha	s__Faecimorpha_spGreatApes002797	FALSE	TRUE	FALSE
ManaraSGB20482	Bacteria	0.945258620689655	ManaraSGB20482	ManaraSGB20482	GreatApes_cluster95_002798	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Falcatimonas	s__Falcatimonas_sp018918265	TRUE	FALSE	FALSE
H07682-L1_cleanbin_000015	Bacteria	0.945197740112994	Ppan_cluster97_000055	H07682-L1_cleanbin_000015	GreatApes_cluster95_002799	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas_spGreatApes002799	FALSE	FALSE	TRUE
H07654-L1_cleanbin_000051	Bacteria	0.803333333333333	Ppan_cluster97_000055	H07682-L1_cleanbin_000015	GreatApes_cluster95_002799	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas_spGreatApes002799	FALSE	FALSE	TRUE
H07683-L1_cleanbin_000068	Bacteria	0.62668776371308	Ppan_cluster97_000055	H07682-L1_cleanbin_000015	GreatApes_cluster95_002799	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Ventrimonas	s__Ventrimonas_spGreatApes002799	FALSE	FALSE	TRUE
H07675-L1_cleanbin_000019	Bacteria	0.945197740112994	Ptschw_cluster97_000084	H07675-L1_cleanbin_000019	GreatApes_cluster95_002800	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_spGreatApes002800	FALSE	FALSE	TRUE
H07606-L1_cleanbin_000050	Bacteria	0.802062706270627	Ptschw_cluster97_000084	H07675-L1_cleanbin_000019	GreatApes_cluster95_002800	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_spGreatApes002800	FALSE	FALSE	TRUE
H07649-L1_cleanbin_000063	Bacteria	0.713576779026217	Ptschw_cluster97_000084	H07675-L1_cleanbin_000019	GreatApes_cluster95_002800	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_spGreatApes002800	FALSE	FALSE	TRUE
H07615-L1_cleanbin_000062	Bacteria	0.707758620689655	Ptschw_cluster97_000084	H07675-L1_cleanbin_000019	GreatApes_cluster95_002800	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_spGreatApes002800	FALSE	FALSE	TRUE
H07647-L1_cleanbin_000076	Bacteria	0.616666666666667	Ptschw_cluster97_000084	H07675-L1_cleanbin_000019	GreatApes_cluster95_002800	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_spGreatApes002800	FALSE	FALSE	TRUE
H07667-L1_cleanbin_000091	Bacteria	0.554166666666667	Ptschw_cluster97_000084	H07675-L1_cleanbin_000019	GreatApes_cluster95_002800	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_spGreatApes002800	FALSE	FALSE	TRUE
H07677-L1_cleanbin_000068	Bacteria	0.545977011494253	Ptschw_cluster97_000084	H07675-L1_cleanbin_000019	GreatApes_cluster95_002800	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_spGreatApes002800	FALSE	FALSE	TRUE
MGYG000002277	Bacteria	0.945192307692308	MGYG000002277	MGYG000002277	GreatApes_cluster95_002801	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Marvinbryantia	s__Marvinbryantia_sp900066075	FALSE	TRUE	FALSE
ManaraSGB20473	Bacteria	0.945114942528736	ManaraSGB20473	ManaraSGB20473	GreatApes_cluster95_002802	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__CAG-127	s__CAG-127_spGreatApes002802	TRUE	FALSE	FALSE
MGYG000004671	Bacteria	0.945114942528736	MGYG000004671	MGYG000004671	GreatApes_cluster95_002803	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__QAND01	g__UMGS1975	s__UMGS1975_sp900556815	FALSE	TRUE	FALSE
MGYG000003593	Bacteria	0.945114942528736	MGYG000003593	MGYG000003593	GreatApes_cluster95_002804	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Enterocloster	s__Enterocloster_sp900770345	FALSE	TRUE	FALSE
G02653-L1_cleanbin_000021	Bacteria	0.945114942528736	Ptver_cluster97_000147	G02653-L1_cleanbin_000021	GreatApes_cluster95_002805	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma_spGreatApes002805	FALSE	FALSE	TRUE
G02630-L1_cleanbin_000032	Bacteria	0.821864686468647	Ptver_cluster97_000147	G02653-L1_cleanbin_000021	GreatApes_cluster95_002805	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma_spGreatApes002805	FALSE	FALSE	TRUE
G02624-L1_cleanbin_000033	Bacteria	0.732001718213058	Ptver_cluster97_000147	G02653-L1_cleanbin_000021	GreatApes_cluster95_002805	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma_spGreatApes002805	FALSE	FALSE	TRUE
G02619-L1_cleanbin_000041	Bacteria	0.554761904761905	Ptver_cluster97_000508	G02619-L1_cleanbin_000041	GreatApes_cluster95_002805	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Merdisoma	s__Merdisoma_spGreatApes002805	FALSE	FALSE	TRUE
MGYG000004039	Bacteria	0.945114942528736	MGYG000004039	MGYG000004039	GreatApes_cluster95_002806	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS2037	s__UMGS2037_spGreatApes002806	FALSE	TRUE	FALSE
H07621-L1_cleanbin_000009	Bacteria	0.727631578947368	HsA2_cluster97_000232	H07621-L1_cleanbin_000009	GreatApes_cluster95_002806	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UMGS2037	s__UMGS2037_spGreatApes002806	FALSE	TRUE	FALSE
MGYG000003149	Bacteria	0.945114942528736	MGYG000003149	MGYG000003149	GreatApes_cluster95_002807	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__UBA4285	s__UBA4285_sp900542465	FALSE	TRUE	FALSE
G02631-L1_cleanbin_000018	Bacteria	0.945114942528736	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02646-L1_cleanbin_000030	Bacteria	0.877647975077882	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
H07600-L1_cleanbin_000036	Bacteria	0.820588235294118	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02627-L1_cleanbin_000022	Bacteria	0.816914191419142	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02622-L1_cleanbin_000035	Bacteria	0.804054054054054	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02619-L1_cleanbin_000031	Bacteria	0.78459595959596	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02638-L1_cleanbin_000025	Bacteria	0.775877192982456	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02640-L1_cleanbin_000033	Bacteria	0.766509433962264	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02644-L1_cleanbin_000023	Bacteria	0.758870967741936	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02639-L1_cleanbin_000027	Bacteria	0.75036231884058	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02629-L1_cleanbin_000034	Bacteria	0.723809523809524	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02643-L1_cleanbin_000034	Bacteria	0.665040650406504	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02649-L1_cleanbin_000071	Bacteria	0.591666666666667	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02652-L1_cleanbin_000060	Bacteria	0.56969696969697	Ptver_cluster97_000483	G02652-L1_cleanbin_000060	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02614-L1_cleanbin_000046	Bacteria	0.519686544342508	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
G02634-L1_cleanbin_000043	Bacteria	0.500136612021858	Ptver_cluster97_000148	G02631-L1_cleanbin_000018	GreatApes_cluster95_002808	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__UBA636	s__UBA636_spGreatApes002808	FALSE	FALSE	TRUE
MGYG000001216	Bacteria	0.945114942528736	MGYG000001216	MGYG000001216	GreatApes_cluster95_002809	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__Merdicola	s__Merdicola_sp900759015	FALSE	TRUE	FALSE
H07640-L1_cleanbin_000018	Bacteria	0.94508547008547	HsA2_cluster97_000097	H07640-L1_cleanbin_000018	GreatApes_cluster95_002810	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__Angelakisella_sp900552845	FALSE	TRUE	FALSE
MGYG000002102	Bacteria	0.928070175438596	MGYG000002102	MGYG000002102	GreatApes_cluster95_002810	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__Angelakisella_sp900552845	FALSE	TRUE	FALSE
H07622-L1_cleanbin_000022	Bacteria	0.919298245614035	HsA1_cluster97_000145	H07622-L1_cleanbin_000022	GreatApes_cluster95_002810	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__Angelakisella_sp900552845	FALSE	TRUE	FALSE
H07638-L1_cleanbin_000030	Bacteria	0.783333333333333	HsA2_cluster97_000097	H07640-L1_cleanbin_000018	GreatApes_cluster95_002810	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Angelakisella	s__Angelakisella_sp900552845	FALSE	TRUE	FALSE
G02649-L1_cleanbin_000020	Bacteria	0.94508547008547	Ptver_cluster97_000149	G02649-L1_cleanbin_000020	GreatApes_cluster95_002811	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Christensenellales	f__CAG-74	g__Limiplasma	s__Limiplasma_spGreatApes002811	FALSE	FALSE	TRUE
MGYG000003012	Bacteria	0.94508547008547	MGYG000003012	MGYG000003012	GreatApes_cluster95_002812	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia_A	s__Blautia_A_sp900540785	FALSE	TRUE	FALSE
MGYG000002297	Bacteria	0.94508547008547	MGYG000002297	MGYG000002297	GreatApes_cluster95_002813	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter_sp001916135	FALSE	TRUE	FALSE
E07190-L1_cleanbin_000026	Bacteria	0.667570281124498	HsG_cluster97_000367	E07190-L1_cleanbin_000026	GreatApes_cluster95_002813	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Butyribacter	s__Butyribacter_sp001916135	FALSE	TRUE	FALSE
H07602-L1_cleanbin_000015	Archaea	0.943396226415094	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07617-L1_cleanbin_000023	Archaea	0.943396226415094	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07626-L1_cleanbin_000015	Archaea	0.943396226415094	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07631-L1_cleanbin_000024	Archaea	0.943396226415094	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07634-L1_cleanbin_000029	Archaea	0.943396226415094	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07685-L1_cleanbin_000002	Archaea	0.943396226415094	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07627-L1_cleanbin_000019	Archaea	0.933396226415094	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07633-L1_cleanbin_000021	Archaea	0.914324220254139	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07646-L1_cleanbin_000020	Archaea	0.905660377358491	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07684-L1_cleanbin_000005	Archaea	0.830188679245283	Gberingei_cluster97_000066	H07602-L1_cleanbin_000015	GreatApes_cluster95_002814	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002814	FALSE	FALSE	TRUE
H07613-L1_cleanbin_000013	Archaea	0.943396226415094	Ggorilla_cluster97_000027	H07613-L1_cleanbin_000013	GreatApes_cluster95_002815	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002815	TRUE	FALSE	FALSE
H07662-L1_cleanbin_000002	Archaea	0.943396226415094	Ggorilla_cluster97_000027	H07613-L1_cleanbin_000013	GreatApes_cluster95_002815	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002815	TRUE	FALSE	FALSE
H07678-L1_cleanbin_000002	Archaea	0.943396226415094	Ggorilla_cluster97_000027	H07613-L1_cleanbin_000013	GreatApes_cluster95_002815	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__Methanomethylophilus	s__Methanomethylophilus_spGreatApes002815	TRUE	FALSE	FALSE
