"sgb"	"genome_size"	"gene_count_k"	"Acetate utilization"	"Aerobe"	"Alkaline phosphatase"	"Anaerobe"	"Arginine dihydrolase"	"Bacillus or coccobacillus"	"Beta hemolysis"	"Bile-susceptible"	"Capnophilic"	"Casein hydrolysis"	"Catalase"	"Citrate"	"Coagulase production"	"Coccus"	"Coccus - clusters or groups predominate"	"Coccus - pairs or chains predominate"	"Colistin-Polymyxin susceptible"	"D-Mannitol"	"D-Mannose"	"D-Sorbitol"	"D-Xylose"	"DNase"	"Esculin hydrolysis"	"Facultative"	"Gas from glucose"	"Gelatin hydrolysis"	"Glucose fermenter"	"Glycerol"	"Gram negative"	"Gram positive"	"Growth at 42°C"	"Growth in 6.5% NaCl"	"Growth in KCN"	"Growth on MacConkey agar"	"Growth on ordinary blood agar"	"Hydrogen sulfide"	"Indole"	"L-Arabinose"	"L-Rhamnose"	"Lactose"	"Lipase"	"Lysine decarboxylase"	"Malonate"	"Maltose"	"Melibiose"	"Motile"	"Mucate utilization"	"Nitrate to nitrite"	"Nitrite to gas"	"ONPG (beta galactosidase)"	"Ornithine decarboxylase"	"Pyrrolidonyl-beta-naphthylamide"	"Raffinose"	"Salicin"	"Spore formation"	"Starch hydrolysis"	"Sucrose"	"Tartrate utilization"	"Trehalose"	"Urea hydrolysis"	"Voges Proskauer"	"Yellow pigment"
"GreatApes_cluster95_001386"	2451524	1.81	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_001387"	2116051	1.83	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001388"	3152704	2.426	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001389"	2686828	1.995	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0
"GreatApes_cluster95_001390"	3206491	2.488	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001391"	2515099	1.969	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0
"GreatApes_cluster95_001409"	2191634	1.892	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
"GreatApes_cluster95_001439"	3529629	2.789	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001456"	2686127	2.297	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0
"GreatApes_cluster95_001457"	3219920	2.519	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001462"	4198870	3.906	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0
"GreatApes_cluster95_001463"	1584659	1.52	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001468"	2222948	2.097	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001469"	2140905	2.002	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001481"	2656124	2.593	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001482"	2011024	1.73	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001483"	2378328	1.93	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_001492"	1795217	1.521	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"GreatApes_cluster95_001510"	2118940	1.938	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001511"	2892719	2.133	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0
"GreatApes_cluster95_001513"	3062485	2.734	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001528"	1868145	1.557	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001533"	2821880	2.493	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0
"GreatApes_cluster95_001556"	2970727	2.471	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001561"	2669293	2.156	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001563"	3756515	3.71	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001564"	3467961	3.143	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0
"GreatApes_cluster95_001565"	3459218	3.106	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0
"GreatApes_cluster95_001566"	3247840	2.868	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001574"	2280090	2.147	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001577"	2990528	2.589	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001580"	2481302	2.081	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001616"	2297438	1.81	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0
"GreatApes_cluster95_001619"	2111946	1.701	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001625"	3053642	2.529	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001626"	2679970	2.185	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001628"	2168908	1.951	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0
"GreatApes_cluster95_001629"	2329451	2.128	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
"GreatApes_cluster95_001638"	1712457	1.653	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001645"	2428014	1.954	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001647"	1755626	1.639	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001648"	3274997	2.622	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0
"GreatApes_cluster95_001650"	1986058	1.733	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001661"	1594041	1.469	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001662"	2085021	1.731	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001663"	3266419	2.604	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001665"	1678873	1.578	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001668"	3175282	2.534	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0
"GreatApes_cluster95_001669"	2217381	2.012	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001670"	2273649	1.87	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001671"	2857221	2.042	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0
"GreatApes_cluster95_001672"	2688965	2.253	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0
"GreatApes_cluster95_001673"	2077376	1.689	1	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001686"	2076851	1.764	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0
"GreatApes_cluster95_001728"	2775953	2.181	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001732"	3033128	2.551	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_001743"	2514563	2.247	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001746"	3106108	2.572	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0
"GreatApes_cluster95_001747"	2134691	1.999	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001748"	2748350	2.452	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001750"	2296365	2.178	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"GreatApes_cluster95_001755"	3114729	2.73	0	0	1	1	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0
"GreatApes_cluster95_001756"	2916265	2.642	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
"GreatApes_cluster95_001757"	1895850	1.864	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001766"	1895778	1.688	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001778"	2556290	2.515	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
"GreatApes_cluster95_001780"	1972685	1.638	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001782"	3077961	2.257	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001783"	2343218	2.001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
"GreatApes_cluster95_001801"	3376471	2.584	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001827"	2393107	1.951	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001828"	3580776	2.736	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_001829"	2725718	2.153	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001846"	2105520	1.712	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001847"	2250416	1.803	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001853"	2084810	1.651	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001854"	1989259	1.612	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001855"	3416245	2.599	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
"GreatApes_cluster95_001856"	1875002	1.562	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001857"	2337314	1.822	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	0
"GreatApes_cluster95_001860"	2583313	2.069	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_001861"	2767351	2.341	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001862"	2478437	2.001	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
"GreatApes_cluster95_001863"	1985947	1.621	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001864"	2326702	1.867	0	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001865"	2460149	1.942	1	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001911"	2630614	2.087	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0
"GreatApes_cluster95_001921"	3468692	2.738	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GreatApes_cluster95_001926"	2474006	2.031	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
