"mod"	"comp"	"n"	"n_sig"	"p"	"est"	"mean_sig_est"	"q"	"V2"
"path:map00270"	"hdi_diff"	123	13	0.0139376998992977	2.11427545567472	0.116854590174634	1	"Cysteine and methionine metabolism"
"path:map00280"	"human"	69	7	0.277140123728449	1.36013066384986	-0.0733242468612345	1	"Valine, leucine and isoleucine degradation"
"path:map00280"	"hdi_diff"	69	7	0.0734122095896314	2.01489962596805	0.265722694070743	1	"Valine, leucine and isoleucine degradation"
"path:map00281"	"human"	16	2	0.350438217708513	1.72007076645828	0.270392358808927	1	"Geraniol degradation"
"path:map00281"	"hdi_diff"	16	1	0.583042264005003	1.18683344378714	-0.051582273487783	1	"Geraniol degradation"
"path:map00290"	"human"	19	1	0.780637660051362	0.668466176983786	0.465646357826884	1	"Valine, leucine and isoleucine biosynthesis"
"path:map00290"	"hdi_diff"	19	0	1	0	-0.086110505774797	1	"Valine, leucine and isoleucine biosynthesis"
"path:map00300"	"human"	48	9	0.00986620242249157	2.78538975166136	-0.353628807709461	1	"Lysine biosynthesis"
"path:map00300"	"hdi_diff"	48	4	0.25099569238774	1.62000768859641	0.229458075131445	1	"Lysine biosynthesis"
"path:map00310"	"human"	98	5	0.879669866516565	0.646159827508284	0.113503883186758	1	"Lysine degradation"
"path:map00310"	"hdi_diff"	98	7	0.265915856504832	1.37115606864593	0.0573850529167323	1	"Lysine degradation"
"path:map00311"	"human"	16	2	0.350438217708513	1.72007076645828	-0.197848561198079	1	"Penicillin and cephalosporin biosynthesis"
"path:map00311"	"hdi_diff"	16	0	1	0	0.209919289110983	1	"Penicillin and cephalosporin biosynthesis"
"path:map00330"	"human"	107	18	0.0012621235723058	2.44735877392526	0.0294827148284944	1	"Arginine and proline metabolism"
"path:map00330"	"hdi_diff"	107	17	4.86713548462e-05	3.39195545031483	0.167514769493377	0.0777281536893814	"Arginine and proline metabolism"
"path:map00331"	"human"	5	0	1	0	0	1	"Clavulanic acid biosynthesis"
"path:map00331"	"hdi_diff"	5	0	1	0	0	1	"Clavulanic acid biosynthesis"
"path:map00332"	"human"	19	1	0.780637660051362	0.668466176983786	0.241658807570226	1	"Carbapenem biosynthesis"
"path:map00332"	"hdi_diff"	19	1	0.64613952720977	0.988913845581247	0.170734356427269	1	"Carbapenem biosynthesis"
"path:map00333"	"human"	20	1	0.797477979126186	0.633253870741086	0.00566687788849443	1	"Prodigiosin biosynthesis"
"path:map00333"	"hdi_diff"	20	0	1	0	0.0125465443441214	1	"Prodigiosin biosynthesis"
"path:map00340"	"human"	47	7	0.0656205484322639	2.1101311399219	0.0109246969257393	1	"Histidine metabolism"
"path:map00340"	"hdi_diff"	47	6	0.0373499216826475	2.61181928766197	0.109557785599065	1	"Histidine metabolism"
"path:map00350"	"human"	84	12	0.0262985126988328	2.01208841374245	0.0317515943109439	1	"Tyrosine metabolism"
"path:map00350"	"hdi_diff"	84	9	0.0342572256654608	2.14365817578378	0.243336905331137	1	"Tyrosine metabolism"
"path:map00360"	"human"	74	11	0.0250326144348935	2.10760703483789	0.150752800242075	1	"Phenylalanine metabolism"
"path:map00360"	"hdi_diff"	74	9	0.0163837073049292	2.4743166648639	0.187947424321504	1	"Phenylalanine metabolism"
"path:map00361"	"human"	41	2	0.833150242952075	0.616805966874318	-0.0535658144845656	1	"Chlorocyclohexane and chlorobenzene degradation"
"path:map00361"	"hdi_diff"	41	2	0.64888911672807	0.912724366596272	0.0874300921362066	1	"Chlorocyclohexane and chlorobenzene degradation"
"path:map00362"	"human"	106	16	0.00684254270736809	2.14904453103154	0.179574488382572	1	"Benzoate degradation"
"path:map00362"	"hdi_diff"	106	10	0.0557257004863191	1.86059884006168	0.236160331542689	1	"Benzoate degradation"
"path:map00364"	"human"	18	2	0.40679579226864	1.50493595995901	0.436552200104325	1	"Fluorobenzoate degradation"
"path:map00364"	"hdi_diff"	18	1	0.626245580139818	1.04714477456688	0.14009115948585	1	"Fluorobenzoate degradation"
"path:map00365"	"human"	8	3	0.0188263518019305	7.22978182936056	-0.668305478550828	1	"Furfural degradation"
"path:map00365"	"hdi_diff"	8	2	0.063924627658222	5.93990571761088	0.880787613364558	1	"Furfural degradation"
"path:map00380"	"human"	80	7	0.416515842088166	1.1546542580614	-0.0421905129421245	1	"Tryptophan metabolism"
"path:map00380"	"hdi_diff"	80	7	0.13293959949573	1.71051364811701	0.142880577703331	1	"Tryptophan metabolism"
"path:map00400"	"human"	72	6	0.478736882015901	1.09441616662094	-0.0336871897034414	1	"Phenylalanine, tyrosine and tryptophan biosynthesis"
"path:map00400"	"hdi_diff"	72	5	0.336894334215217	1.32959633760966	0.129925081859267	1	"Phenylalanine, tyrosine and tryptophan biosynthesis"
"path:map00401"	"human"	30	0	1	0	-0.0382817346823361	1	"Novobiocin biosynthesis"
"path:map00401"	"hdi_diff"	30	1	0.806147325056159	0.613529113683037	0.0250700592064113	1	"Novobiocin biosynthesis"
"path:map00402"	"human"	8	0	1	0	0	1	"Benzoxazinoid biosynthesis"
"path:map00402"	"hdi_diff"	8	0	1	0	0	1	"Benzoxazinoid biosynthesis"
"path:map00403"	"human"	13	0	1	0	0	1	"Indole diterpene alkaloid biosynthesis"
"path:map00403"	"hdi_diff"	13	0	1	0	0	1	"Indole diterpene alkaloid biosynthesis"
"path:map00404"	"human"	40	0	1	0	0.0155764043159495	1	"Staurosporine biosynthesis"
"path:map00404"	"hdi_diff"	40	0	1	0	-0.0180106938672193	1	"Staurosporine biosynthesis"
"path:map00405"	"human"	16	2	0.350438217708513	1.72007076645828	-0.165850839947841	1	"Phenazine biosynthesis"
"path:map00405"	"hdi_diff"	16	0	1	0	0.12825771315021	1	"Phenazine biosynthesis"
"path:map00410"	"human"	45	5	0.261133332117667	1.50571096760074	-0.227748278978005	1	"beta-Alanine metabolism"
"path:map00410"	"hdi_diff"	45	5	0.0893389425521433	2.22936598234112	0.180400716418561	1	"beta-Alanine metabolism"
"path:map00430"	"human"	29	4	0.179035266643453	1.92760060138548	-0.194476871219838	1	"Taurine and hypotaurine metabolism"
"path:map00430"	"hdi_diff"	29	2	0.461277283012225	1.31901371643164	0.293331945670346	1	"Taurine and hypotaurine metabolism"
"path:map00440"	"human"	44	4	0.439545562943246	1.20397710897874	-0.128936285822994	1	"Phosphonate and phosphinate metabolism"
"path:map00440"	"hdi_diff"	44	2	0.686835556234012	0.847424902357474	0.154203344843899	1	"Phosphonate and phosphinate metabolism"
"path:map00450"	"human"	33	7	0.01124295226517	3.24816251715131	0.200325284872954	1	"Selenocompound metabolism"
"path:map00450"	"hdi_diff"	33	4	0.0961099467198145	2.45940954625735	0.163720995482419	1	"Selenocompound metabolism"
"path:map00460"	"human"	36	1	0.943604725652892	0.343551904822833	0.0121333921516152	1	"Cyanoamino acid metabolism"
"path:map00460"	"hdi_diff"	36	1	0.86040725430915	0.508225720386111	0.0418560944072488	1	"Cyanoamino acid metabolism"
"path:map00470"	"human"	53	7	0.108992975029263	1.83440882997837	-0.0677147661547061	1	"D-Amino acid metabolism"
"path:map00470"	"hdi_diff"	53	3	0.540584767437254	1.06821756701356	0.224336364261872	1	"D-Amino acid metabolism"
"path:map00480"	"human"	57	7	0.144624406016368	1.68740437920339	0.314755407527309	1	"Glutathione metabolism"
"path:map00480"	"hdi_diff"	57	7	0.030826627787474	2.49965189818909	0.00634518027436773	1	"Glutathione metabolism"
"path:map00500"	"human"	106	21	4.79868815515033e-05	2.99469890194252	0.111196588688571	0.0766830367193023	"Starch and sucrose metabolism"
"path:map00500"	"hdi_diff"	106	17	4.30429611987585e-05	3.43020799271078	0.242416372454176	0.0688256949568149	"Starch and sucrose metabolism"
"path:map00510"	"human"	45	1	0.972535810567729	0.27317635747137	-0.0593199401013983	1	"N-Glycan biosynthesis"
"path:map00510"	"hdi_diff"	45	1	0.914712618452932	0.404130102297344	0.0983460316814326	1	"N-Glycan biosynthesis"
"path:map00511"	"human"	22	3	0.235964099974475	1.90177581884431	0.0715130586518884	1	"Other glycan degradation"
"path:map00511"	"hdi_diff"	22	2	0.328219924648983	1.78115355928311	0.266794517451393	1	"Other glycan degradation"
"path:map00512"	"human"	15	0	1	0	0	1	"Mucin type O-glycan biosynthesis"
"path:map00512"	"hdi_diff"	15	0	1	0	0	1	"Mucin type O-glycan biosynthesis"
"path:map00513"	"human"	52	2	0.916369557503684	0.480936618101339	-0.0464580797965376	1	"Various types of N-glycan biosynthesis"
"path:map00513"	"hdi_diff"	52	0	1	0	0.0299718167140398	1	"Various types of N-glycan biosynthesis"
"path:map00514"	"human"	31	1	0.91590099206641	0.400894632087117	-0.0427638691075231	1	"Other types of O-glycan biosynthesis"
"path:map00514"	"hdi_diff"	31	1	0.816470435763396	0.593053394540002	0.0465675067278452	1	"Other types of O-glycan biosynthesis"
"path:map00515"	"human"	21	3	0.21515122305704	2.00743591621068	0.239685858133708	1	"Mannose type O-glycan biosynthesis"
"path:map00515"	"hdi_diff"	21	2	0.308298026443026	1.87505592455898	0.339002469101526	1	"Mannose type O-glycan biosynthesis"
"path:map00520"	"human"	156	24	0.000825558527672048	2.20282908612648	0.223450091371549	1	"Amino sugar and nucleotide sugar metabolism"
"path:map00520"	"hdi_diff"	156	25	7.70521794617855e-07	3.44167307525973	0.176160129270716	0.0012428516547186	"Amino sugar and nucleotide sugar metabolism"
"path:map00521"	"human"	21	3	0.21515122305704	2.00743591621068	0.0220684703277499	1	"Streptomycin biosynthesis"
"path:map00521"	"hdi_diff"	21	2	0.308298026443026	1.87505592455898	0.0164137337742555	1	"Streptomycin biosynthesis"
"path:map00522"	"human"	59	0	1	0	0.00166519398277931	1	"Biosynthesis of 12-, 14- and 16-membered macrolides; Including: Tylosin biosynthesis, Mycinamicin biosynthesis, Erythromycin biosynthesis, Oleandomycin biosynthesis, Pikromycin/methymycin biosynthesis, Avermectin biosynthesis"
"path:map00522"	"hdi_diff"	59	1	0.96038353726202	0.306404970829098	0.0689045290942604	1	"Biosynthesis of 12-, 14- and 16-membered macrolides; Including: Tylosin biosynthesis, Mycinamicin biosynthesis, Erythromycin biosynthesis, Oleandomycin biosynthesis, Pikromycin/methymycin biosynthesis, Avermectin biosynthesis"
"path:map00523"	"human"	59	3	0.840656692803985	0.644207806940886	0.0939753818449782	1	"Polyketide sugar unit biosynthesis"
"path:map00523"	"hdi_diff"	59	4	0.384522860722429	1.29544140148022	0.0623937573192764	1	"Polyketide sugar unit biosynthesis"
"path:map00524"	"human"	58	1	0.990290207370296	0.210757141186299	-0.0233854607253302	1	"Neomycin, kanamycin and gentamicin biosynthesis"
"path:map00524"	"hdi_diff"	58	0	1	0	0.0217889142820849	1	"Neomycin, kanamycin and gentamicin biosynthesis"
"path:map00525"	"human"	27	3	0.34324081002733	1.50519403198528	0.0452428388730391	1	"Acarbose and validamycin biosynthesis"
"path:map00525"	"hdi_diff"	27	0	1	0	0.117444585731809	1	"Acarbose and validamycin biosynthesis"
"path:map00531"	"human"	15	4	0.0237550346195638	4.38321139607322	0.979763853199741	1	"Glycosaminoglycan degradation"
"path:map00531"	"hdi_diff"	15	2	0.18828099395257	2.74094202197547	0.44942117645873	1	"Glycosaminoglycan degradation"
"path:map00532"	"human"	18	0	1	0	0.0978113326982496	1	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"path:map00532"	"hdi_diff"	18	0	1	0	-0.0660279933792267	1	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"
"path:map00533"	"human"	14	0	1	0	0	1	"Glycosaminoglycan biosynthesis - keratan sulfate"
"path:map00533"	"hdi_diff"	14	0	1	0	0	1	"Glycosaminoglycan biosynthesis - keratan sulfate"
"path:map00534"	"human"	22	3	0.235964099974475	1.90177581884431	0.439689317578996	1	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"path:map00534"	"hdi_diff"	22	3	0.109079044383435	2.81443754923736	0.741812257183964	1	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"
"path:map00540"	"human"	62	7	0.195816941337762	1.53367831577031	0.617832250797137	1	"Lipopolysaccharide biosynthesis"
"path:map00540"	"hdi_diff"	62	5	0.23323751507713	1.56347387050743	-0.0791090853650471	1	"Lipopolysaccharide biosynthesis"
"path:map00541"	"human"	97	4	0.945710545524728	0.516715212776594	0.099981505487627	1	"O-Antigen nucleotide sugar biosynthesis"
"path:map00541"	"hdi_diff"	97	8	0.144492353823706	1.6035533544879	0.0828474695530728	1	"O-Antigen nucleotide sugar biosynthesis"
"path:map00542"	"human"	35	1	0.938912102527427	0.35367122978686	0.235113615065681	1	"O-Antigen repeat unit biosynthesis"
"path:map00542"	"hdi_diff"	35	0	1	0	0.0308754506809478	1	"O-Antigen repeat unit biosynthesis"
"path:map00543"	"human"	73	6	0.492328802801454	1.07802596825663	0.108609265445695	1	"Exopolysaccharide biosynthesis"
"path:map00543"	"hdi_diff"	73	5	0.347558498304405	1.30999003462538	0.25097686496867	1	"Exopolysaccharide biosynthesis"
"path:map00550"	"human"	53	8	0.0477300246872561	2.14426524687104	0.189679738903968	1	"Peptidoglycan biosynthesis"
"path:map00550"	"hdi_diff"	53	14	4.61985370129715e-07	6.44481323935151	0.372417195266315	0.00074564438738936	"Peptidoglycan biosynthesis"
"path:map00552"	"human"	41	1	0.962185431830636	0.30054467639885	0.0575429641984076	1	"Teichoic acid biosynthesis"
"path:map00552"	"hdi_diff"	41	4	0.172256846254091	1.92708562185772	0.218791000174994	1	"Teichoic acid biosynthesis"
"path:map00561"	"human"	91	9	0.262687029752078	1.32245613086758	-0.181413481885003	1	"Glycerolipid metabolism"
"path:map00561"	"hdi_diff"	91	18	1.20846147183941e-06	4.43419255300985	0.172071411662512	0.00194803989260513	"Glycerolipid metabolism"
"path:map00562"	"human"	76	9	0.126864598525515	1.61953259480393	0.071681744616503	1	"Inositol phosphate metabolism"
"path:map00562"	"hdi_diff"	76	6	0.217064343521434	1.52804030885339	0.187223674895364	1	"Inositol phosphate metabolism"
"path:map00563"	"human"	27	0	1	0	0.0469724177832487	1	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"path:map00563"	"hdi_diff"	27	1	0.7715646298042	0.684406736113186	0.187518074842059	1	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"
"path:map00564"	"human"	115	16	0.0145811499841777	1.95291612909104	-0.0979559066330183	1	"Glycerophospholipid metabolism"
"path:map00564"	"hdi_diff"	115	8	0.268486286333474	1.33282580966337	0.0319275530861886	1	"Glycerophospholipid metabolism"
"path:map00565"	"human"	31	2	0.699014076869259	0.829871637453042	0.104117125049571	1	"Ether lipid metabolism"
"path:map00565"	"hdi_diff"	31	0	1	0	0.107687757408308	1	"Ether lipid metabolism"
"path:map00571"	"human"	14	2	0.29235357291681	2.00692162457109	-0.561525443598621	1	"Lipoarabinomannan (LAM) biosynthesis"
"path:map00571"	"hdi_diff"	14	0	1	0	0.00836993121637532	1	"Lipoarabinomannan (LAM) biosynthesis"
"path:map00572"	"human"	12	1	0.616335870265359	1.09417548339537	0.0155107171317097	1	"Arabinogalactan biosynthesis - Mycobacterium"
"path:map00572"	"hdi_diff"	12	1	0.481090094690498	1.61863758973068	0.421598538874348	1	"Arabinogalactan biosynthesis - Mycobacterium"
"path:map00590"	"human"	51	1	0.983002473690898	0.240334289124493	0.0228153660861021	1	"Arachidonic acid metabolism"
"path:map00590"	"hdi_diff"	51	0	1	0	-0.00266044881268262	1	"Arachidonic acid metabolism"
"path:map00591"	"human"	25	2	0.581737186505775	1.04664482404543	0.340534753729737	1	"Linoleic acid metabolism"
"path:map00591"	"hdi_diff"	25	0	1	0	0.0333033472932905	1	"Linoleic acid metabolism"
"path:map00592"	"human"	26	2	0.603413271001369	1.00297919140545	-0.000627853478293708	1	"alpha-Linolenic acid metabolism"
"path:map00592"	"hdi_diff"	26	0	1	0	-0.0107692152945822	1	"alpha-Linolenic acid metabolism"
"path:map00600"	"human"	50	6	0.182403228249782	1.6431524157155	-0.0334822036088893	1	"Sphingolipid metabolism"
"path:map00600"	"hdi_diff"	50	2	0.752586611304659	0.741311920410225	0.0472525406328856	1	"Sphingolipid metabolism"
"path:map00601"	"human"	27	0	1	0	0.0426776983962722	1	"Glycosphingolipid biosynthesis - lacto and neolacto series"
"path:map00601"	"hdi_diff"	27	0	1	0	0.00836326407778017	1	"Glycosphingolipid biosynthesis - lacto and neolacto series"
"path:map00603"	"human"	15	1	0.69806935267474	0.859620151339201	0.0225327501875743	1	"Glycosphingolipid biosynthesis - globo and isoglobo series"
"path:map00603"	"hdi_diff"	15	1	0.55960391344175	1.27165541097494	0.041174385090147	1	"Glycosphingolipid biosynthesis - globo and isoglobo series"
"path:map00604"	"human"	14	1	0.672968229975491	0.925786822537406	0.0237434122023232	1	"Glycosphingolipid biosynthesis - ganglio series"
"path:map00604"	"hdi_diff"	14	0	1	0	-0.0165797878068404	1	"Glycosphingolipid biosynthesis - ganglio series"
"path:map00620"	"human"	132	18	0.0121840981902626	1.90873032552894	0.0430182210420347	1	"Pyruvate metabolism"
"path:map00620"	"hdi_diff"	132	20	2.23019165667994e-05	3.21095279382205	0.12143692045967	0.0357499722565794	"Pyruvate metabolism"
"path:map00621"	"human"	31	0	1	0	0.0863093381041225	1	"Dioxin degradation"
"path:map00621"	"hdi_diff"	31	2	0.496454003839059	1.22794982382741	0.251283722554233	1	"Dioxin degradation"
"path:map00622"	"human"	34	3	0.489800700210835	1.16499078040276	0.137357147458828	1	"Xylene degradation"
"path:map00622"	"hdi_diff"	34	3	0.270102372473154	1.72418374182078	0.211053229100842	1	"Xylene degradation"
"path:map00623"	"human"	46	3	0.695818701857605	0.839451730256833	0.0119425007885115	1	"Toluene degradation"
"path:map00623"	"hdi_diff"	46	1	0.919257043135247	0.395133218207971	0.0727393975999067	1	"Toluene degradation"
"path:map00624"	"human"	43	2	0.852431615527436	0.586665586461127	-0.0237019143619198	1	"Polycyclic aromatic hydrocarbon degradation"
"path:map00624"	"hdi_diff"	43	1	0.904842687182657	0.423409117409255	-0.103683706245281	1	"Polycyclic aromatic hydrocarbon degradation"
"path:map00625"	"human"	43	9	0.00468185936627052	3.1957654152125	-0.256982357064712	1	"Chloroalkane and chloroalkene degradation"
"path:map00625"	"hdi_diff"	43	8	0.00172059699875951	4.08663427914427	0.194355238097547	1	"Chloroalkane and chloroalkene degradation"
"path:map00626"	"human"	29	3	0.386230716483815	1.38930190255838	-0.073745960421987	1	"Naphthalene degradation"
"path:map00626"	"hdi_diff"	29	2	0.461277283012225	1.31901371643164	0.0984765232272663	1	"Naphthalene degradation"
"path:map00627"	"human"	89	7	0.529524838889565	1.02754208335654	0.156195677748749	1	"Aminobenzoate degradation"
"path:map00627"	"hdi_diff"	89	2	0.953962691933349	0.408347980492788	0.0109956182433878	1	"Aminobenzoate degradation"
"path:map00630"	"human"	101	20	7.24559029306525e-05	2.99190495353822	0.129486082166615	0.11549470927146	"Glyoxylate and dicarboxylate metabolism"
"path:map00630"	"hdi_diff"	101	15	0.000285670547313174	3.12799414271039	0.166176707358941	0.452216476396755	"Glyoxylate and dicarboxylate metabolism"
"path:map00633"	"human"	22	6	0.00516720596160776	4.52376969832971	0.0592103488031919	1	"Nitrotoluene degradation"
"path:map00633"	"hdi_diff"	22	2	0.328219924648983	1.78115355928311	0.447314092101172	1	"Nitrotoluene degradation"
"path:map00640"	"human"	96	9	0.315718222024842	1.246191310616	0.039374689535477	1	"Propanoate metabolism"
"path:map00640"	"hdi_diff"	96	20	1.28423880112443e-07	4.7385688784557	0.15408404268896	0.000207789838021932	"Propanoate metabolism"
"path:map00642"	"human"	16	1	0.721244761672489	0.802274318068934	-0.0878547315977278	1	"Ethylbenzene degradation"
"path:map00642"	"hdi_diff"	16	0	1	0	0.0328503990808333	1	"Ethylbenzene degradation"
"path:map00643"	"human"	25	4	0.120573057085782	2.29497357848687	-0.354419647311957	1	"Styrene degradation"
"path:map00643"	"hdi_diff"	25	3	0.145287407389155	2.43037901702555	0.288925729379695	1	"Styrene degradation"
"path:map00650"	"human"	113	14	0.0506532722006948	1.70701964592576	0.118652045461948	1	"Butanoate metabolism"
"path:map00650"	"hdi_diff"	113	15	0.000959425057188854	2.74365537047024	0.170261925543097	1	"Butanoate metabolism"
"path:map00660"	"human"	29	7	0.00537209969242858	3.83907234336557	0.431641151696161	1	"C5-Branched dibasic acid metabolism"
"path:map00660"	"hdi_diff"	29	1	0.795244014682487	0.635467407693916	0.0462611246049694	1	"C5-Branched dibasic acid metabolism"
"path:map00670"	"human"	42	2	0.843059684130212	0.601358984443963	0.111457606007833	1	"One carbon pool by folate"
"path:map00670"	"hdi_diff"	42	2	0.661928896495358	0.889869656888508	-0.00703356997932619	1	"One carbon pool by folate"
"path:map00680"	"human"	195	38	8.30084681141914e-08	2.95074166366628	-0.659265450586829	0.00013447371834499	"Methane metabolism"
"path:map00680"	"hdi_diff"	195	17	0.03148226645755	1.70887266646625	0.420289350045674	1	"Methane metabolism"
"path:map00710"	"human"	36	5	0.138483911615867	1.94363090798956	-0.144676660545606	1	"Carbon fixation in photosynthetic organisms"
"path:map00710"	"hdi_diff"	36	8	0.000499438942695819	5.10924317849708	0.235362910541222	0.788614090516698	"Carbon fixation in photosynthetic organisms"
"path:map00720"	"human"	116	11	0.27642330531005	1.26234270307913	-0.230592173326065	1	"Carbon fixation pathways in prokaryotes"
"path:map00720"	"hdi_diff"	116	14	0.00344325362007379	2.45810138388322	0.1342439745556	1	"Carbon fixation pathways in prokaryotes"
"path:map00730"	"human"	36	5	0.138483911615867	1.94363090798956	0.0544659569663079	1	"Thiamine metabolism"
"path:map00730"	"hdi_diff"	36	1	0.86040725430915	0.508225720386111	0.060975524676253	1	"Thiamine metabolism"
"path:map00740"	"human"	54	5	0.400017364519216	1.2287054834395	0.101680408764378	1	"Riboflavin metabolism"
"path:map00740"	"hdi_diff"	54	4	0.323280388672306	1.42525883965715	-0.0901449416909193	1	"Riboflavin metabolism"
"path:map00750"	"human"	24	4	0.107461556130492	2.40990071813396	-0.665621641933851	1	"Vitamin B6 metabolism"
"path:map00750"	"hdi_diff"	24	3	0.132808622855852	2.54616922212281	0.0813682964395696	1	"Vitamin B6 metabolism"
"path:map00760"	"human"	95	7	0.599903775792737	0.957234401832521	0.149854257902233	1	"Nicotinate and nicotinamide metabolism"
"path:map00760"	"hdi_diff"	95	9	0.0658392679104272	1.8686326453368	0.164113303373422	1	"Nicotinate and nicotinamide metabolism"
"path:map00770"	"human"	44	9	0.00549304005055124	3.10433527984455	-0.169243698916589	1	"Pantothenate and CoA biosynthesis"
"path:map00770"	"hdi_diff"	44	7	0.00807886994621393	3.37963395348639	0.118290016884849	1	"Pantothenate and CoA biosynthesis"
"path:map00780"	"human"	24	4	0.107461556130492	2.40990071813396	0.105064385419731	1	"Biotin metabolism"
"path:map00780"	"hdi_diff"	24	5	0.00769898374050818	4.69782755895218	0.291351415119127	1	"Biotin metabolism"
"path:map00785"	"human"	13	1	0.645781468757014	1.00297767076725	0.292950292972762	1	"Lipoic acid metabolism"
"path:map00785"	"hdi_diff"	13	0	1	0	0.0598486026454588	1	"Lipoic acid metabolism"
"path:map00790"	"human"	84	10	0.108851677900247	1.62961031321292	-0.0165286355620794	1	"Folate biosynthesis"
"path:map00790"	"hdi_diff"	84	9	0.0342572256654608	2.14365817578378	0.0482281546393384	1	"Folate biosynthesis"
"path:map00791"	"human"	16	1	0.721244761672489	0.802274318068934	-0.0393718014797501	1	"Atrazine degradation"
"path:map00791"	"hdi_diff"	16	2	0.208028654992958	2.54503047289194	0.0498066864797698	1	"Atrazine degradation"
"path:map00830"	"human"	50	1	0.981587216615034	0.245249434577442	0.0285695419738452	1	"Retinol metabolism"
"path:map00830"	"hdi_diff"	50	1	0.93514035931587	0.362817824800777	-0.010496988106099	1	"Retinol metabolism"
"path:map00860"	"human"	139	13	0.268843617569295	1.24338147207466	-0.333985956150944	1	"Porphyrin metabolism"
"path:map00860"	"hdi_diff"	139	35	6.93564194348985e-15	6.12150155403707	0.3337207065129	1.13050963678885e-11	"Porphyrin metabolism"
"path:map00900"	"human"	63	6	0.353400687084828	1.26772248790635	-0.355841925994746	1	"Terpenoid backbone biosynthesis"
"path:map00900"	"hdi_diff"	63	3	0.658295213131199	0.889788393069896	0.0810486724463604	1	"Terpenoid backbone biosynthesis"
"path:map00901"	"human"	31	1	0.91590099206641	0.400894632087117	-0.273048740805318	1	"Indole alkaloid biosynthesis"
"path:map00901"	"hdi_diff"	31	1	0.816470435763396	0.593053394540002	0.201029362097937	1	"Indole alkaloid biosynthesis"
"path:map00902"	"human"	42	0	1	0	0	1	"Monoterpenoid biosynthesis"
"path:map00902"	"hdi_diff"	42	0	1	0	0	1	"Monoterpenoid biosynthesis"
"path:map00903"	"human"	12	1	0.616335870265359	1.09417548339537	0.506360957488317	1	"Limonene and pinene degradation"
"path:map00903"	"hdi_diff"	12	1	0.481090094690498	1.61863758973068	-0.00148890288540087	1	"Limonene and pinene degradation"
"path:map00904"	"human"	68	0	1	0	0	1	"Diterpenoid biosynthesis; Including: Gibberellin biosynthesis"
"path:map00904"	"hdi_diff"	68	0	1	0	0	1	"Diterpenoid biosynthesis; Including: Gibberellin biosynthesis"
"path:map00905"	"human"	12	0	1	0	0	1	"Brassinosteroid biosynthesis"
"path:map00905"	"hdi_diff"	12	0	1	0	0	1	"Brassinosteroid biosynthesis"
"path:map00906"	"human"	56	5	0.431047709704281	1.18042305817813	-0.119434609863244	1	"Carotenoid biosynthesis"
"path:map00906"	"hdi_diff"	56	3	0.578284481770529	1.00759754867553	0.00187423498023557	1	"Carotenoid biosynthesis"
"path:map00908"	"human"	10	0	1	0	0.0016304943240766	1	"Zeatin biosynthesis"
"path:map00908"	"hdi_diff"	10	0	1	0	-0.00039577766006871	1	"Zeatin biosynthesis"
"path:map00909"	"human"	75	0	1	0	0.0807366522731581	1	"Sesquiterpenoid and triterpenoid biosynthesis"
"path:map00909"	"hdi_diff"	75	0	1	0	-0.000138819527828402	1	"Sesquiterpenoid and triterpenoid biosynthesis"
"path:map00910"	"human"	68	8	0.14843878851852	1.60719017658277	0.112325520256015	1	"Nitrogen metabolism"
"path:map00910"	"hdi_diff"	68	8	0.0274261138226432	2.38128658566132	0.102646832144282	1	"Nitrogen metabolism"
"path:map00920"	"human"	109	23	7.21999062472268e-06	3.24495004743368	-0.064408796102692	0.0116097449245541	"Sulfur metabolism"
"path:map00920"	"hdi_diff"	109	12	0.0131481059319935	2.21266694377508	0.222016877916067	1	"Sulfur metabolism"
"path:map00930"	"human"	22	4	0.0833363359132824	2.67784030994228	0.437367315869591	1	"Caprolactam degradation"
"path:map00930"	"hdi_diff"	22	1	0.699694377057889	0.847537338828507	0.0213304197180679	1	"Caprolactam degradation"
"path:map00940"	"human"	32	0	1	0	0.104284506846754	1	"Phenylpropanoid biosynthesis"
"path:map00940"	"hdi_diff"	32	0	1	0	-0.0955068418215965	1	"Phenylpropanoid biosynthesis"
"path:map00941"	"human"	27	0	1	0	0.00237819427895824	1	"Flavonoid biosynthesis"
"path:map00941"	"hdi_diff"	27	0	1	0	-0.00549408113301291	1	"Flavonoid biosynthesis"
"path:map00942"	"human"	16	0	1	0	0	1	"Anthocyanin biosynthesis"
"path:map00942"	"hdi_diff"	16	0	1	0	0	1	"Anthocyanin biosynthesis"
"path:map00943"	"human"	18	0	1	0	0	1	"Isoflavonoid biosynthesis"
"path:map00943"	"hdi_diff"	18	0	1	0	0	1	"Isoflavonoid biosynthesis"
"path:map00944"	"human"	15	0	1	0	0.00262262150998831	1	"Flavone and flavonol biosynthesis"
"path:map00944"	"hdi_diff"	15	0	1	0	0.0199322247926464	1	"Flavone and flavonol biosynthesis"
