"ogs"	"tax"	"B_prev"	"V_prev"	"pval"	"effect"	"Zscore"	"annot"
"ko:K00005"	"f__Lachnospiraceae"	0.490384615384615	0.166666666666667	0.000322774931274324	1.50200757473466	3.59630048718344	"gldA; glycerol dehydrogenase [EC:1.1.1.6]"
"ko:K03784"	"f__Lachnospiraceae"	0.490384615384615	0.166666666666667	0.000322774931274324	1.50200757473466	3.59630048718344	"deoD; purine-nucleoside phosphorylase [EC:2.4.2.1]"
"ko:K01804"	"f__Lachnospiraceae"	0.692307692307692	0.357142857142857	0.000332738665058321	0.935761704706856	3.58838032538601	"araA; L-arabinose isomerase [EC:5.3.1.4]"
"ko:K15736"	"f__Lachnospiraceae"	0.692307692307692	0.357142857142857	0.000332738665058321	0.935761704706856	3.58838032538601	"lhgO; (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]"
"ko:K01639"	"f__Lachnospiraceae"	0.480769230769231	0.166666666666667	0.000363631971657414	1.47401494178173	3.56516166891052	"E4.1.3.3, nanA, NPL; N-acetylneuraminate lyase [EC:4.1.3.3]"
"ko:K01470"	"f__Lachnospiraceae"	0.519230769230769	0.19047619047619	0.000367633365804244	1.40046603627337	3.56229042155364	"E3.5.2.10; creatinine amidohydrolase [EC:3.5.2.10]"
"ko:K16927"	"f__Lachnospiraceae"	0.480769230769231	0.80952380952381	0.000367633365804244	-0.739741063637666	-3.56229042155364	"cbrT; energy-coupling factor transport system substrate-specific component"
"ko:K01138"	"f__Lachnospiraceae"	0.355769230769231	0.0714285714285714	0.000376052730712615	2.16732672061233	3.55634321641196	"K01138; uncharacterized sulfatase [EC:3.1.6.-]"
"ko:K03594"	"f__Lachnospiraceae"	0.355769230769231	0.0714285714285714	0.000376052730712615	2.16732672061233	3.55634321641196	"bfr; bacterioferritin [EC:1.16.3.1]"
"ko:K05887"	"f__Lachnospiraceae"	0.355769230769231	0.0714285714285715	0.000376052730712615	2.16732672061233	3.55634321641196	"ydiB; quinate/shikimate dehydrogenase [EC:1.1.1.282]"
"ko:K03610"	"f__Lachnospiraceae"	0.644230769230769	0.928571428571429	0.000376052730712615	-0.520666930742433	-3.55634321641196	"minC; septum site-determining protein MinC"
"ko:K01224"	"f__Lachnospiraceae"	0.490384615384615	0.80952380952381	0.00039516011287968	-0.71174843068474	-3.54329519205788	"E3.2.1.89; arabinogalactan endo-1,4-beta-galactosidase [EC:3.2.1.89]"
"ko:K14731"	"f__Lachnospiraceae"	0.336538461538462	0.666666666666667	0.000396524089583653	-0.965429838791574	-3.54238645481981	"mlhB, chnC; epsilon-lactone hydrolase [EC:3.1.1.83]"
"ko:K01459"	"f__Lachnospiraceae"	0.269230769230769	0.0238095238095238	0.000397832298823024	3.04595632312874	3.54151761194097	"E3.5.1.77; N-carbamoyl-D-amino-acid hydrolase [EC:3.5.1.77]"
"ko:K02747"	"f__Lachnospiraceae"	0.269230769230769	0.0238095238095238	0.000397832298823024	3.04595632312874	3.54151761194097	"agaE; N-acetylgalactosamine PTS system EIID component"
"ko:K00863"	"f__Lachnospiraceae"	0.423076923076923	0.119047619047619	0.000403774764448732	1.74671977536403	3.53760424296904	"DAK, TKFC; triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]"
"ko:K03309"	"f__Lachnospiraceae"	0.423076923076923	0.119047619047619	0.000403774764448732	1.74671977536403	3.53760424296904	"TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family"
"ko:K05878"	"f__Lachnospiraceae"	0.423076923076923	0.119047619047619	0.000403774764448732	1.74671977536403	3.53760424296904	"dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]"
"ko:K10547"	"f__Lachnospiraceae"	0.423076923076923	0.119047619047619	0.000403774764448732	1.74671977536403	3.53760424296904	"gguB; putative multiple sugar transport system permease protein"
"ko:K02803"	"f__Lachnospiraceae"	0.644230769230769	0.30952380952381	0.000407344815753024	1.03387617410087	3.53527900328179	"nagEb; N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]"
"ko:K02804"	"f__Lachnospiraceae"	0.644230769230769	0.30952380952381	0.000407344815753024	1.03387617410087	3.53527900328179	"nagE; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]"
"ko:K12991"	"f__Lachnospiraceae"	0.0576923076923077	0.285714285714286	0.000407379733601373	-2.12714013494552	-3.53525635479668	"rfbG; rhamnosyltransferase [EC:2.4.1.-]"
"ko:K02669"	"f__Lachnospiraceae"	0.653846153846154	0.928571428571429	0.000407912649447776	-0.499617607226863	-3.53491091868834	"pilT; twitching motility protein PilT"
"ko:K03186"	"f__Lachnospiraceae"	0.346153846153846	0.0714285714285715	0.000407912649447777	2.12889357301201	3.53491091868834	"ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
"ko:K07130"	"f__Lachnospiraceae"	0.346153846153846	0.0714285714285715	0.000407912649447777	2.12889357301201	3.53491091868834	"kynB; arylformamidase [EC:3.5.1.9]"
"ko:K22129"	"f__Lachnospiraceae"	0.346153846153846	0.0714285714285714	0.000407912649447777	2.12889357301201	3.53491091868834	"dtnK, denK; D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]"
"ko:K13522"	"f__Lachnospiraceae"	0.0961538461538461	0.357142857142857	0.000411273122619067	-1.7901848884992	-3.53274232063508	"K13522, nadM; bifunctional NMN adenylyltransferase/nudix hydrolase [EC:2.7.7.1 3.6.1.-]"
"ko:K00690"	"f__Lachnospiraceae"	0.192307692307692	0.5	0.000415490070797123	-1.33394607082029	-3.53004431280724	"E2.4.1.7; sucrose phosphorylase [EC:2.4.1.7]"
"ko:K06206"	"f__Lachnospiraceae"	0.807692307692308	0.5	0.000415490070797123	0.681060821418517	3.53004431280724	"sfsA; sugar fermentation stimulation protein A"
"ko:K02022"	"f__Lachnospiraceae"	0.25	0.571428571428572	0.000426815409007821	-1.16109034406755	-3.52292295891612	"ABC.MR.TX; HlyD family secretion protein"
"ko:K01501"	"f__Lachnospiraceae"	0.307692307692308	0.0476190476190476	0.000433318491766534	2.46301243878252	3.51891317724124	"E3.5.5.1; nitrilase [EC:3.5.5.1]"
"ko:K03182"	"f__Lachnospiraceae"	0.307692307692308	0.0476190476190476	0.000433318491766534	2.46301243878252	3.51891317724124	"ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]"
"ko:K03604"	"f__Lachnospiraceae"	0.692307692307692	0.952380952380952	0.000433318491766534	-0.454504851757845	-3.51891317724124	"purR; LacI family transcriptional regulator, purine nucleotide synthesis repressor"
"ko:K01546"	"f__Lachnospiraceae"	0.317307692307692	0.0476190476190476	0.000435595449080689	2.50602978904904	3.51752248234705	"kdpA; potassium-transporting ATPase potassium-binding subunit"
"ko:K01547"	"f__Lachnospiraceae"	0.317307692307692	0.0476190476190476	0.000435595449080689	2.50602978904904	3.51752248234705	"kdpB; potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]"
"ko:K02054"	"f__Lachnospiraceae"	0.317307692307692	0.0476190476190476	0.000435595449080689	2.50602978904904	3.51752248234705	"ABC.SP.P1; putative spermidine/putrescine transport system permease protein"
"ko:K05816"	"f__Lachnospiraceae"	0.317307692307692	0.0476190476190476	0.000435595449080689	2.50602978904904	3.51752248234705	"ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]"
"ko:K18330"	"f__Lachnospiraceae"	0.317307692307692	0.0476190476190476	0.000435595449080689	2.50602978904904	3.51752248234705	"hndA; NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]"
"ko:K06182"	"f__Lachnospiraceae"	0.740384615384615	0.976190476190476	0.000436305659387809	-0.394236070973817	-3.5170900962705	"rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]"
"ko:K02525"	"f__Lachnospiraceae"	0.259615384615385	0.0238095238095238	0.000436305659387809	2.99540121914361	3.5170900962705	"kdgR; LacI family transcriptional regulator, kdg operon repressor"
"ko:K02822"	"f__Lachnospiraceae"	0.259615384615385	0.0238095238095238	0.000436305659387809	2.99540121914361	3.5170900962705	"ulaB, sgaB; ascorbate PTS system EIIB component [EC:2.7.1.194]"
"ko:K03566"	"f__Lachnospiraceae"	0.586538461538461	0.880952380952381	0.000447175596643059	-0.578733167567025	-3.51055303448988	"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
"ko:K03486"	"f__Lachnospiraceae"	0.413461538461539	0.119047619047619	0.000447175596643059	1.71432741684817	3.51055303448988	"treR2, treR; GntR family transcriptional regulator, trehalose operon transcriptional repressor"
"ko:K00996"	"f__Lachnospiraceae"	0.875	0.595238095238095	0.000454285117476163	0.548174657856799	3.5063572040157	"rfbP; undecaprenyl-phosphate galactose phosphotransferase [EC:2.7.8.6]"
"ko:K02802"	"f__Lachnospiraceae"	0.634615384615385	0.30952380952381	0.000458372015628441	1.01251518213684	3.5039728918295	NA
"ko:K03407"	"f__Lachnospiraceae"	0.365384615384615	0.69047619047619	0.000458372015628441	-0.899966489054275	-3.5039728918295	"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"
"ko:K05970"	"f__Lachnospiraceae"	0.413461538461539	0.738095238095238	0.000466566497291798	-0.820991007092159	-3.49925137392473	"SIAE; sialate O-acetylesterase [EC:3.1.1.53]"
"ko:K17998"	"f__Lachnospiraceae"	0.557692307692308	0.238095238095238	0.000483080563311237	1.19421514841956	3.48996679693295	"hydB; iron-hydrogenase subunit beta [EC:1.12.1.4]"
"ko:K17999"	"f__Lachnospiraceae"	0.557692307692308	0.238095238095238	0.000483080563311237	1.19421514841956	3.48996679693295	"hydC; iron-hydrogenase subunit gamma [EC:1.12.1.4]"
"ko:K00033"	"f__Lachnospiraceae"	0.211538461538461	0	0.00050808555798552	4.46948528330122	3.47645707325103	"PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]"
"ko:K00219"	"f__Lachnospiraceae"	0.211538461538461	0	0.00050808555798552	4.46948528330122	3.47645707325103	"fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]"
"ko:K00979"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38]"
"ko:K02688"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"prpR; transcriptional regulator, propionate catabolism operon regulatory protein"
"ko:K02774"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"gatB, sgcB; galactitol PTS system EIIB component [EC:2.7.1.200]"
"ko:K04023"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"eutH; ethanolamine transporter"
"ko:K08314"	"f__Lachnospiraceae"	0.211538461538461	0	0.00050808555798552	4.46948528330122	3.47645707325103	"fsaB, talC; fructose-6-phosphate aldolase 2 [EC:4.1.2.-]"
"ko:K13889"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"gsiB; glutathione transport system substrate-binding protein"
"ko:K14591"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"aroM; protein AroM"
"ko:K19591"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"cueR; MerR family transcriptional regulator, copper efflux regulator"
"ko:K22103"	"f__Lachnospiraceae"	0.211538461538462	0	0.00050808555798552	4.46948528330122	3.47645707325103	"glcR; DeoR family transcriptional regulator, carbon catabolite repression regulator"
"ko:K02545"	"f__Lachnospiraceae"	0.605769230769231	0.285714285714286	0.000515616271621407	1.05818583893344	3.47250975590904	"mecA; penicillin-binding protein 2 prime [EC:3.4.16.4]"
"ko:K18149"	"f__Lachnospiraceae"	0.605769230769231	0.285714285714286	0.000515616271621407	1.05818583893344	3.47250975590904	"pbp5, pbp4, pbp3; penicillin-binding protein"
"ko:K02051"	"f__Lachnospiraceae"	0.951923076923077	0.738095238095238	0.000517542629392884	0.362699581524442	3.47150866466893	"ABC.SN.S; NitT/TauT family transport system substrate-binding protein"
"ko:K01658"	"f__Lachnospiraceae"	0.798076923076923	1	0.000523781176266796	-0.321790754219841	-3.46829027940031	"trpG; anthranilate synthase component II [EC:4.1.3.27]"
"ko:K03072"	"f__Lachnospiraceae"	0.798076923076923	1	0.000523781176266796	-0.321790754219841	-3.46829027940031	"secD; preprotein translocase subunit SecD"
"ko:K03074"	"f__Lachnospiraceae"	0.798076923076923	1	0.000523781176266796	-0.321790754219841	-3.46829027940031	"secF; preprotein translocase subunit SecF"
"ko:K07246"	"f__Lachnospiraceae"	0.201923076923077	0	0.000523781176266796	4.40546879043007	3.46829027940031	"ttuC, dmlA; tartrate dehydrogenase/decarboxylase / D-malate dehydrogenase [EC:1.1.1.93 4.1.1.73 1.1.1.83]"
"ko:K07708"	"f__Lachnospiraceae"	0.201923076923077	0	0.000523781176266796	4.40546879043007	3.46829027940031	"glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]"
"ko:K12257"	"f__Lachnospiraceae"	0.798076923076923	1	0.000523781176266796	-0.321790754219841	-3.46829027940031	"secDF; SecD/SecF fusion protein"
"ko:K19587"	"f__Lachnospiraceae"	0.201923076923077	0	0.000523781176266796	4.40546879043007	3.46829027940031	"oqxR; Rrf2 family transcriptional regulator, repressor of oqxAB"
"ko:K01654"	"f__Lachnospiraceae"	0.201923076923077	0.5	0.000537335016164519	-1.26695655154143	-3.46141938814	"neuB, nnaB; N-acetylneuraminate synthase [EC:2.5.1.56]"
"ko:K03833"	"f__Lachnospiraceae"	0.442307692307692	0.142857142857143	0.000543560756256285	1.56512056235173	3.45831732159444	"selB, EEFSEC; selenocysteine-specific elongation factor"
"ko:K01077"	"f__Lachnospiraceae"	0.384615384615385	0.0952380952380952	0.000562482432919161	1.90679016085329	3.44908844550158	"E3.1.3.1, phoA, phoB; alkaline phosphatase [EC:3.1.3.1]"
"ko:K02817"	"f__Lachnospiraceae"	0.384615384615385	0.0952380952380952	0.000562482432919161	1.90679016085329	3.44908844550158	NA
"ko:K04087"	"f__Lachnospiraceae"	0.384615384615385	0.0952380952380952	0.000562482432919161	1.90679016085329	3.44908844550158	"hflC; modulator of FtsH protease HflC"
"ko:K04088"	"f__Lachnospiraceae"	0.384615384615385	0.0952380952380952	0.000562482432919161	1.90679016085329	3.44908844550158	"hflK; modulator of FtsH protease HflK"
"ko:K07704"	"f__Lachnospiraceae"	0.375	0.0952380952380952	0.00058349446018237	1.87120140408223	3.43917289176417	"lytS; two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]"
"ko:K12308"	"f__Lachnospiraceae"	0.625	0.904761904761905	0.00058349446018237	-0.526639694114601	-3.43917289176417	"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"
"ko:K01431"	"f__Lachnospiraceae"	0.134615384615385	0.404761904761905	0.000628212130217118	-1.52006235228356	-3.41913213108073	"UPB1, pydC; beta-ureidopropionase [EC:3.5.1.6]"
"ko:K06397"	"f__Lachnospiraceae"	0.894230769230769	0.642857142857143	0.00067527483762273	0.469923672511464	3.39942586332369	"spoIIIAH; stage III sporulation protein AH"
"ko:K10543"	"f__Lachnospiraceae"	0.711538461538461	0.404761904761905	0.000705983987278299	0.79879290855418	3.38724466288635	"xylF; D-xylose transport system substrate-binding protein"
"ko:K00955"	"f__Lachnospiraceae"	0.288461538461539	0.595238095238095	0.000705983987278299	-1.01995776818016	-3.38724466288635	"cysNC; bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]"
"ko:K00956"	"f__Lachnospiraceae"	0.288461538461539	0.595238095238095	0.000705983987278299	-1.01995776818016	-3.38724466288635	"cysN; sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]"
"ko:K13963"	"f__Lachnospiraceae"	0.307692307692308	0.619047619047619	0.000717691867435899	-0.985539075189714	-3.38272987265297	"SERPINB; serpin B"
"ko:K10536"	"f__Lachnospiraceae"	0.182692307692308	0.476190476190476	0.000736694776574147	-1.33522265304492	-3.37554561855827	"aguA; agmatine deiminase [EC:3.5.3.12]"
"ko:K15583"	"f__Lachnospiraceae"	0.817307692307692	0.523809523809524	0.000736694776574147	0.632098951255302	3.37554561855827	"oppD; oligopeptide transport system ATP-binding protein"
"ko:K05799"	"f__Lachnospiraceae"	0.826923076923077	0.547619047619048	0.00074318542039319	0.585815185386792	3.37313116000349	"pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
"ko:K05685"	"f__Lachnospiraceae"	0.326923076923077	0.642857142857143	0.00074485774109804	-0.954348091540384	-3.37251224582835	"macB; macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]"
"ko:K03800"	"f__Lachnospiraceae"	0.25	0.0238095238095238	0.000754830529419075	2.94301002141517	3.36884796285058	"lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]"
"ko:K09141"	"f__Lachnospiraceae"	0.25	0.0238095238095238	0.000754830529419075	2.94301002141517	3.36884796285058	"K09141; uncharacterized protein"
"ko:K15755"	"f__Lachnospiraceae"	0.25	0.0238095238095238	0.000754830529419075	2.94301002141517	3.36884796285058	"carBb; 2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, large subunit [EC:1.13.11.-]"
"ko:K01587"	"f__Lachnospiraceae"	0.403846153846154	0.119047619047619	0.000771298998660678	1.68119102584042	3.36289426453003	"PAICS; phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:4.1.1.21 6.3.2.6]"
"ko:K01258"	"f__Lachnospiraceae"	0.759615384615385	0.452380952380952	0.000777424915416833	0.735055671124217	3.36070969516811	"pepT; tripeptide aminopeptidase [EC:3.4.11.4]"
"ko:K02048"	"f__Lachnospiraceae"	0.240384615384615	0.547619047619048	0.000777424915416834	-1.15513392269791	-3.36070969516811	"cysP; sulfate/thiosulfate transport system substrate-binding protein"
"ko:K02667"	"f__Lachnospiraceae"	0.298076923076923	0.0476190476190476	0.000793271197717136	2.41867289977178	3.35513200971529	"pilR, pehR; two-component system, NtrC family, response regulator PilR"
"ko:K09820"	"f__Lachnospiraceae"	0.298076923076923	0.0476190476190476	0.000793271197717136	2.41867289977178	3.35513200971529	"ABC.MN.A; manganese/iron transport system ATP-binding protein"
"ko:K18581"	"f__Lachnospiraceae"	0.298076923076923	0.0476190476190476	0.000793271197717136	2.41867289977178	3.35513200971529	"ugl; unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]"
"ko:K01090"	"f__Lachnospiraceae"	0.519230769230769	0.214285714285714	0.00083197293340832	1.23855920972698	3.34193248927384	"E3.1.3.16; protein phosphatase [EC:3.1.3.16]"
"ko:K02456"	"f__Lachnospiraceae"	0.480769230769231	0.785714285714286	0.00083197293340832	-0.697205699658651	-3.34193248927384	"gspG; general secretion pathway protein G"
"ko:K00020"	"f__Lachnospiraceae"	0.288461538461538	0.0476190476190476	0.000843489238052261	2.3729273095502	3.33811469617715	"HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]"
"ko:K00526"	"f__Lachnospiraceae"	0.288461538461539	0.0476190476190476	0.000843489238052261	2.3729273095502	3.33811469617715	"E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"ko:K09681"	"f__Lachnospiraceae"	0.288461538461538	0.0476190476190476	0.000843489238052261	2.3729273095502	3.33811469617715	"gltC; LysR family transcriptional regulator, transcription activator of glutamate synthase operon"
"ko:K19115"	"f__Lachnospiraceae"	0.288461538461539	0.0476190476190476	0.000843489238052261	2.3729273095502	3.33811469617715	"csh2; CRISPR-associated protein Csh2"
"ko:K01768"	"f__Lachnospiraceae"	0.423076923076923	0.738095238095238	0.00087351534268674	-0.788598648576299	-3.32838348766412	"E4.6.1.1; adenylate cyclase [EC:4.6.1.1]"
"ko:K00087"	"f__Lachnospiraceae"	0.807692307692308	0.523809523809524	0.000898416857922737	0.615233023363346	3.32054558543684	"ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]"
"ko:K03518"	"f__Lachnospiraceae"	0.807692307692308	0.523809523809524	0.000898416857922737	0.615233023363346	3.32054558543684	"coxS; aerobic carbon-monoxide dehydrogenase small subunit [EC:1.2.5.3]"
"ko:K03519"	"f__Lachnospiraceae"	0.807692307692308	0.523809523809524	0.000898416857922737	0.615233023363346	3.32054558543684	"coxM, cutM; aerobic carbon-monoxide dehydrogenase medium subunit [EC:1.2.5.3]"
"ko:K07302"	"f__Lachnospiraceae"	0.807692307692308	0.523809523809524	0.000898416857922737	0.615233023363346	3.32054558543684	"iorA; isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16]"
"ko:K12528"	"f__Lachnospiraceae"	0.807692307692308	0.523809523809524	0.000898416857922737	0.615233023363346	3.32054558543684	"xdhD; putative selenate reductase molybdopterin-binding subunit"
"ko:K02437"	"f__Lachnospiraceae"	0.192307692307692	0	0.000937886102527158	4.33847927115121	3.30852559894643	"gcvH, GCSH; glycine cleavage system H protein"
"ko:K08083"	"f__Lachnospiraceae"	0.192307692307692	0	0.000937886102527158	4.33847927115121	3.30852559894643	"algR; two-component system, LytTR family, response regulator AlgR"
"ko:K09797"	"f__Lachnospiraceae"	0.192307692307692	0	0.000937886102527158	4.33847927115121	3.30852559894643	"K09797; uncharacterized protein"
"ko:K10943"	"f__Lachnospiraceae"	0.192307692307692	0	0.000937886102527158	4.33847927115121	3.30852559894643	"flrC, fleR, flaM; two-component system, response regulator FlrC"
"ko:K18302"	"f__Lachnospiraceae"	0.192307692307692	0	0.000937886102527158	4.33847927115121	3.30852559894643	"mexJ; membrane fusion protein, multidrug efflux system"
"ko:K21395"	"f__Lachnospiraceae"	0.432692307692308	0.142857142857143	0.000966535311178561	1.5341203356476	3.30009085863116	"yiaO; TRAP-type transport system periplasmic protein"
"ko:K07726"	"f__Lachnospiraceae"	0.461538461538461	0.761904761904762	0.000976625898024865	-0.711047407189092	-3.297175113648	"K07726; putative transcriptional regulator"
"ko:K04085"	"f__Lachnospiraceae"	0.875	0.619047619047619	0.00100633635793156	0.49250822161493	3.28874924909575	"tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
"ko:K09144"	"f__Lachnospiraceae"	0.0961538461538461	0.333333333333333	0.00100722991757204	-1.69345328782499	-3.2884994207318	"K09144; uncharacterized protein"
"ko:K01737"	"f__Lachnospiraceae"	0.269230769230769	0.571428571428571	0.00101654701220131	-1.05814404235398	-3.28590662680169	"queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]"
"ko:K00076"	"f__Lachnospiraceae"	0.423076923076923	0.142857142857143	0.00105377684226744	1.50243932959559	3.27576102972387	"hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]"
"ko:K00216"	"f__Lachnospiraceae"	0.423076923076923	0.142857142857143	0.00105377684226744	1.50243932959559	3.27576102972387	"entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]"
"ko:K02598"	"f__Lachnospiraceae"	0.423076923076923	0.142857142857143	0.00105377684226744	1.50243932959559	3.27576102972387	"nirC; nitrite transporter"
"ko:K02236"	"f__Lachnospiraceae"	0.576923076923077	0.857142857142857	0.00105377684226745	-0.563098255504639	-3.27576102972387	"comC; leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]"
"ko:K07040"	"f__Lachnospiraceae"	0.923076923076923	0.69047619047619	0.00106186087332763	0.413660008503348	3.27360192379583	"yceD, ylbN; DUF177 domain-containing protein"
"ko:K03771"	"f__Lachnospiraceae"	0.076923076923077	0.30952380952381	0.00106186087332763	-1.87811228914733	-3.27360192379583	"surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]"
"ko:K20486"	"f__Lachnospiraceae"	0.0769230769230769	0.30952380952381	0.00106186087332763	-1.87811228914733	-3.27360192379583	"nisP, epiP; lantibiotic leader peptide-processing serine protease [EC:3.4.21.-]"
"ko:K02653"	"f__Lachnospiraceae"	0.644230769230769	0.904761904761905	0.0011225130961185	-0.483596673364474	-3.25787128242754	"pilC; type IV pilus assembly protein PilC"
"ko:K13954"	"f__Lachnospiraceae"	0.644230769230769	0.904761904761905	0.0011225130961185	-0.483596673364474	-3.25787128242754	"yiaY; alcohol dehydrogenase [EC:1.1.1.1]"
"ko:K15553"	"f__Lachnospiraceae"	0.355769230769231	0.0952380952380952	0.0011225130961185	1.7972766761068	3.25787128242754	"ssuA; sulfonate transport system substrate-binding protein"
"ko:K20460"	"f__Lachnospiraceae"	0.355769230769231	0.0952380952380952	0.0011225130961185	1.7972766761068	3.25787128242754	"nukE, mcdE, sboE; lantibiotic transport system permease protein"
"ko:K13005"	"f__Lachnospiraceae"	0.0576923076923077	0.261904761904762	0.00115042177566071	-2.00603761208788	-3.25089539313605	"rfbV, wbaV; O-antigen biosynthesis alpha-1,3-abequosyltransferase [EC:2.4.1.60]"
"ko:K09004"	"f__Lachnospiraceae"	0.461538461538462	0.166666666666667	0.00116587437104857	1.41634559170765	3.24709995348567	"K09004; uncharacterized protein"
"ko:K17214"	"f__Lachnospiraceae"	0.461538461538462	0.166666666666667	0.00116587437104857	1.41634559170765	3.24709995348567	"K17214; inositol transport system permease protein"
"ko:K12251"	"f__Lachnospiraceae"	0.278846153846154	0.571428571428572	0.00121362165786849	-1.00930068283546	-3.23565925160724	"aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]"
"ko:K21063"	"f__Lachnospiraceae"	0.451923076923077	0.166666666666667	0.00121382869409919	1.3866227637225	3.23561055562663	"K21063; 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]"
"ko:K01450"	"f__Lachnospiraceae"	0.298076923076923	0.595238095238095	0.00127537099301003	-0.974212177958581	-3.22146486391988	NA
"ko:K01469"	"f__Lachnospiraceae"	0.317307692307692	0.0714285714285715	0.00133640499962067	2.00704051143773	3.20804518561168	"OPLAH, OXP1, oplAH; 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]"
"ko:K05338"	"f__Lachnospiraceae"	0.682692307692308	0.928571428571429	0.00133640499962067	-0.438251890499541	-3.20804518561168	"lrgA; holin-like protein"
"ko:K05339"	"f__Lachnospiraceae"	0.682692307692308	0.928571428571429	0.00133640499962067	-0.438251890499541	-3.20804518561168	"lrgB; holin-like protein LrgB"
"ko:K16875"	"f__Lachnospiraceae"	0.317307692307692	0.0714285714285715	0.00133640499962067	2.00704051143773	3.20804518561168	"hmfG; 2,5-furandicarboxylate decarboxylase 2"
"ko:K09768"	"f__Lachnospiraceae"	0.317307692307692	0.619047619047619	0.0013664922490031	-0.942521724923197	-3.20163669094169	"K09768; uncharacterized protein"
"ko:K10953"	"f__Lachnospiraceae"	0.778846153846154	0.5	0.00136705774203587	0.629246716367264	3.20151749341778	"rtxA; RTX toxin RtxA"
"ko:K16950"	"f__Lachnospiraceae"	0.240384615384615	0.0238095238095238	0.00139098581941053	2.88864431829862	3.19651502480203	"asrA; anaerobic sulfite reductase subunit A"
"ko:K19285"	"f__Lachnospiraceae"	0.240384615384615	0.0238095238095238	0.00139098581941053	2.88864431829862	3.19651502480203	"nfrA1; FMN reductase (NADPH) [EC:1.5.1.38]"
